id,years,program,Y0_enrol,Y0_complete,Y0_grade,Y1_enrol,Y1_complete,Y1_grade,Y2_enrol,Y2_complete,Y2_grade,Y3_enrol,Y3_complete,Y3_grade,Y4_enrol,Y4_complete,Y4_grade,Class
131378418,four,nursing,high,high,B,high,high,B,low,low,E,low,low,E,low,low,E,ok
131378419,three,informatics,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131378420,three,management,high,high,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131378425,four,nursing,high,high,B,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131378429,three,management,high,high,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131378596,four,nursing,medium,low,E,high,low,C,low,low,E,low,low,E,low,low,E,fail
131378615,three,management,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131378616,four,nursing,high,high,C,high,high,C,low,low,E,low,low,E,low,low,E,ok
131378698,four,nursing,high,high,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131378730,four,nursing,high,medium,C,high,high,C,low,low,E,low,low,E,low,low,E,ok
131378737,four,nursing,high,high,B,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131378756,three,management,high,low,C,high,low,C,low,low,E,low,low,E,low,low,E,ok
131378774,three,biology,medium,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131378788,three,management,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131378809,three,management,high,low,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131378874,three,biology,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131378880,four,nursing,high,medium,B,high,medium,B,low,low,E,low,low,E,low,low,E,ok
131378892,four,nursing,high,high,B,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131378896,four,nursing,high,medium,B,low,low,E,low,low,E,low,low,E,low,low,E,fail
131378900,three,management,high,low,C,high,low,C,low,low,E,low,low,E,low,low,E,ok
131378952,three,informatics,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131378962,three,management,medium,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131379068,three,biology,medium,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131379101,four,nursing,high,high,B,high,medium,A,low,low,E,low,low,E,low,low,E,ok
131379159,three,informatics,high,low,A,low,low,E,low,low,E,low,low,E,low,low,E,fail
131379303,three,management,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131379366,three,management,high,low,E,medium,low,B,low,low,E,low,low,E,low,low,E,fail
131379370,four,nursing,high,high,B,high,high,B,high,medium,C,low,low,E,low,low,E,ok
131379380,four,nursing,medium,medium,B,high,high,B,high,medium,C,low,low,E,low,low,E,ok
131379383,four,nursing,medium,medium,B,high,high,B,high,medium,C,low,low,E,low,low,E,ok
131379386,four,nursing,medium,medium,B,high,high,B,high,high,C,low,low,E,low,low,E,ok
131379389,four,nursing,high,high,B,high,medium,B,high,high,C,low,low,E,low,low,E,ok
131379392,four,nursing,high,high,B,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131379397,three,management,medium,low,C,medium,low,C,high,low,C,low,low,E,low,low,E,ok
131379406,three,management,high,medium,C,high,medium,C,high,low,C,low,low,E,low,low,E,ok
131379415,three,management,high,medium,B,low,low,E,low,low,E,low,low,E,low,low,E,fail
131379416,four,nursing,medium,medium,B,high,high,B,high,high,C,low,low,E,low,low,E,ok
131379470,four,nursing,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131379482,three,management,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131379484,four,nursing,medium,medium,B,high,high,B,high,medium,C,low,low,E,low,low,E,ok
131379486,four,nursing,high,high,B,high,high,B,high,medium,C,low,low,E,low,low,E,ok
131379487,three,biology,medium,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131379494,three,management,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131379523,four,nursing,medium,low,B,high,high,B,high,high,C,low,low,E,low,low,E,ok
131379526,three,informatics,high,high,C,high,medium,B,high,high,C,low,low,E,low,low,E,ok
131379583,four,nursing,medium,medium,B,high,medium,B,medium,medium,C,low,low,E,low,low,E,ok
131379588,three,management,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131379641,three,management,high,medium,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131379642,three,management,high,high,B,high,medium,B,high,medium,C,low,low,E,low,low,E,ok
131379653,three,informatics,high,high,C,high,medium,B,high,high,B,low,low,E,low,low,E,ok
131379666,four,nursing,high,low,B,high,medium,C,low,low,E,low,low,E,low,low,E,fail
131379667,three,informatics,high,medium,C,high,low,C,low,low,E,low,low,E,low,low,E,fail
131379677,four,nursing,medium,medium,B,high,high,B,high,high,B,low,low,E,low,low,E,ok
131379685,three,management,medium,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131379687,three,informatics,high,medium,C,high,medium,C,high,high,C,low,low,E,low,low,E,ok
131379690,three,management,high,high,C,high,medium,C,medium,medium,C,low,low,E,low,low,E,ok
131379697,four,nursing,medium,medium,B,high,high,B,high,high,B,low,low,E,low,low,E,ok
131379704,three,informatics,high,high,C,high,medium,B,high,medium,C,low,low,E,low,low,E,ok
131379706,three,biology,high,high,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131379708,three,management,high,low,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131379709,three,management,high,medium,C,high,medium,C,high,low,C,low,low,E,low,low,E,ok
131379785,four,nursing,medium,medium,B,high,medium,B,high,medium,B,low,low,E,low,low,E,ok
131379789,four,nursing,high,medium,B,high,medium,B,medium,medium,B,low,low,E,low,low,E,ok
131379861,three,biology,medium,medium,C,high,low,B,low,low,E,low,low,E,low,low,E,fail
131379904,four,nursing,high,high,B,high,medium,B,high,high,B,low,low,E,low,low,E,ok
131379919,four,nursing,high,medium,B,high,medium,C,high,medium,B,low,low,E,low,low,E,ok
131379926,four,nursing,high,medium,B,high,high,B,high,high,B,low,low,E,low,low,E,ok
131379931,three,management,medium,low,E,high,low,C,low,low,E,low,low,E,low,low,E,fail
131379940,three,management,high,low,E,medium,low,C,low,low,E,low,low,E,low,low,E,fail
131379941,three,biology,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,fail
131379947,three,management,high,high,B,high,medium,C,high,high,C,low,low,E,low,low,E,ok
131379995,three,biology,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,fail
131380006,three,informatics,high,medium,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131380018,three,biology,high,low,B,high,low,C,low,low,E,low,low,E,low,low,E,fail
131380026,three,management,high,low,C,high,medium,C,low,low,E,low,low,E,low,low,E,fail
131380033,four,nursing,high,medium,B,high,medium,C,high,high,C,low,low,E,low,low,E,ok
131380074,three,management,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131380081,four,nursing,high,medium,B,high,high,B,high,high,B,low,low,E,low,low,E,ok
131380084,three,informatics,high,medium,C,high,medium,C,high,low,C,low,low,E,low,low,E,ok
131380104,four,nursing,high,high,B,high,medium,B,high,high,C,low,low,E,low,low,E,ok
131380105,three,management,high,high,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131380110,three,management,high,medium,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131380111,four,nursing,medium,medium,B,high,high,B,high,high,B,low,low,E,low,low,E,ok
131380112,four,nursing,medium,medium,A,high,high,B,high,high,B,low,low,E,low,low,E,ok
131380119,four,nursing,medium,medium,B,high,high,C,high,high,B,low,low,E,low,low,E,ok
131380121,three,biology,high,medium,C,high,low,C,low,low,E,low,low,E,low,low,E,fail
131380123,three,informatics,high,high,C,high,medium,B,high,low,C,low,low,E,low,low,E,ok
131380125,three,management,high,high,B,high,medium,C,high,high,C,low,low,E,low,low,E,ok
131380129,three,informatics,high,medium,C,high,medium,B,high,medium,C,low,low,E,low,low,E,ok
131380130,four,nursing,high,high,B,high,medium,B,high,high,B,low,low,E,low,low,E,ok
131380152,three,informatics,high,low,B,low,low,E,low,low,E,low,low,E,low,low,E,fail
131380188,three,informatics,high,low,C,high,medium,B,high,medium,C,low,low,E,low,low,E,ok
131380192,three,informatics,high,low,C,high,low,B,high,medium,C,low,low,E,low,low,E,ok
131380193,four,nursing,high,high,B,high,medium,B,high,medium,C,low,low,E,low,low,E,ok
131380197,three,informatics,high,low,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131380204,four,nursing,high,medium,B,high,high,B,high,medium,B,low,low,E,low,low,E,ok
131380211,three,biology,high,high,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131380218,three,biology,high,low,C,high,low,C,low,low,E,low,low,E,low,low,E,fail
131380224,four,nursing,medium,medium,B,high,high,B,high,high,B,low,low,E,low,low,E,ok
131380225,three,informatics,medium,low,E,high,low,C,low,low,E,low,low,E,low,low,E,fail
131380228,three,informatics,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131380245,three,management,high,low,C,high,low,C,high,low,C,low,low,E,low,low,E,ok
131380253,three,management,high,low,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131380257,three,management,high,low,C,high,low,C,high,low,C,low,low,E,low,low,E,ok
131380261,three,management,high,high,B,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131380262,three,management,high,high,C,high,medium,C,high,low,C,low,low,E,low,low,E,ok
131380269,three,management,high,high,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131380273,four,nursing,medium,medium,B,high,high,B,high,high,C,low,low,E,low,low,E,ok
131380290,three,management,medium,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131380294,three,management,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131380299,four,nursing,medium,medium,B,high,high,B,high,medium,B,low,low,E,low,low,E,ok
131380307,four,nursing,high,high,B,high,medium,B,high,high,B,low,low,E,low,low,E,ok
131380311,three,management,high,high,B,high,high,B,high,medium,B,low,low,E,low,low,E,ok
131380317,three,biology,high,medium,C,high,medium,B,low,low,E,low,low,E,low,low,E,fail
131380331,four,nursing,medium,medium,B,high,high,B,high,high,B,low,low,E,low,low,E,ok
131380334,four,nursing,medium,medium,B,high,high,B,high,high,B,low,low,E,low,low,E,ok
131380335,four,nursing,medium,medium,B,high,high,B,high,high,C,low,low,E,low,low,E,ok
131380337,three,informatics,high,low,E,high,low,C,low,low,E,low,low,E,low,low,E,fail
131380356,four,nursing,high,medium,B,high,high,B,high,high,B,low,low,E,low,low,E,ok
131380362,three,biology,medium,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131380374,three,management,high,high,B,high,medium,C,high,high,C,low,low,E,low,low,E,ok
131380376,three,management,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131380378,four,nursing,high,medium,B,high,high,B,high,medium,B,low,low,E,low,low,E,ok
131380379,four,nursing,high,medium,B,high,high,B,high,medium,C,low,low,E,low,low,E,ok
131380381,three,informatics,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131380386,four,nursing,medium,medium,B,high,high,C,high,high,C,low,low,E,low,low,E,ok
131380391,four,nursing,medium,medium,B,high,high,B,high,high,B,low,low,E,low,low,E,ok
131380396,four,nursing,high,high,B,high,high,B,high,high,B,low,low,E,low,low,E,ok
131380402,four,nursing,medium,medium,A,high,high,B,medium,medium,B,low,low,E,low,low,E,ok
131380403,three,management,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131380409,three,informatics,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131380417,three,management,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131380422,four,nursing,medium,medium,B,high,high,B,high,high,B,low,low,E,low,low,E,ok
131380447,three,informatics,high,high,C,high,medium,C,high,high,C,low,low,E,low,low,E,ok
131380450,three,informatics,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131380451,three,informatics,high,high,B,high,high,B,high,high,C,low,low,E,low,low,E,ok
131380452,three,management,high,medium,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131380453,four,nursing,medium,medium,B,high,high,B,high,high,B,low,low,E,low,low,E,ok
131380457,three,management,high,medium,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131380461,four,nursing,medium,medium,B,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131380464,four,nursing,medium,medium,B,high,high,B,high,medium,B,low,low,E,low,low,E,ok
131380478,three,informatics,high,medium,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131380490,three,management,high,high,C,high,medium,C,high,medium,B,low,low,E,low,low,E,ok
131380491,three,biology,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131380492,three,management,high,high,B,high,medium,C,medium,medium,C,low,low,E,low,low,E,ok
131380515,three,biology,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,fail
131380524,three,biology,high,low,C,high,medium,C,low,low,E,low,low,E,low,low,E,fail
131380574,four,nursing,high,high,B,high,high,B,high,medium,C,low,low,E,low,low,E,ok
131380582,three,management,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131380587,three,management,high,high,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131380588,three,management,high,high,B,high,medium,C,high,medium,B,low,low,E,low,low,E,ok
131380595,three,management,high,high,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131380609,four,nursing,high,medium,B,high,medium,C,high,high,C,low,low,E,low,low,E,ok
131380619,three,informatics,high,medium,C,high,medium,B,high,medium,C,low,low,E,low,low,E,ok
131380625,four,nursing,medium,medium,A,high,high,B,high,high,B,low,low,E,low,low,E,ok
131380626,three,management,high,high,B,high,high,B,high,high,C,low,low,E,low,low,E,ok
131380633,three,biology,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,fail
131380638,three,management,high,high,B,high,high,B,high,high,B,low,low,E,low,low,E,ok
131380641,three,informatics,high,medium,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131380647,four,nursing,medium,medium,B,high,high,B,high,high,C,low,low,E,low,low,E,ok
131380651,three,biology,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,fail
131380657,three,management,high,high,A,high,high,B,high,high,B,low,low,E,low,low,E,ok
131380670,three,informatics,high,medium,C,high,medium,C,high,medium,B,low,low,E,low,low,E,ok
131380677,three,informatics,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131380694,three,management,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131380697,three,management,high,medium,C,high,medium,C,high,low,C,low,low,E,low,low,E,ok
131380698,four,nursing,medium,medium,B,high,high,B,high,high,C,low,low,E,low,low,E,ok
131380704,three,management,high,high,B,high,high,B,high,high,C,low,low,E,low,low,E,ok
131380709,three,management,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131380710,three,informatics,high,low,B,high,low,C,low,low,E,low,low,E,low,low,E,fail
131380720,four,nursing,high,medium,B,high,medium,C,high,high,C,low,low,E,low,low,E,ok
131380728,four,nursing,medium,medium,B,high,high,B,high,high,B,low,low,E,low,low,E,ok
131380729,three,informatics,high,medium,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131380730,four,nursing,medium,medium,A,high,high,B,high,high,B,low,low,E,low,low,E,ok
131380733,three,management,high,high,B,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131380738,four,nursing,medium,medium,B,high,high,B,high,high,B,low,low,E,low,low,E,ok
131380749,three,informatics,high,high,B,high,high,C,high,high,C,low,low,E,low,low,E,ok
131380753,three,management,high,medium,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131380758,three,informatics,high,low,E,high,low,B,low,low,E,low,low,E,low,low,E,fail
131380761,three,informatics,high,low,C,high,low,C,high,low,C,low,low,E,low,low,E,ok
131380765,four,nursing,medium,medium,A,high,high,B,high,high,B,low,low,E,low,low,E,ok
131380766,four,nursing,medium,medium,B,high,high,B,high,high,C,low,low,E,low,low,E,ok
131380773,three,informatics,high,low,C,high,medium,C,high,low,C,low,low,E,low,low,E,ok
131380790,three,informatics,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131380793,three,management,high,low,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131380798,three,informatics,high,medium,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131380807,three,management,high,medium,C,high,low,C,high,medium,C,low,low,E,low,low,E,ok
131380810,three,informatics,high,medium,C,high,medium,B,high,low,C,low,low,E,low,low,E,ok
131380812,three,informatics,high,medium,C,high,medium,C,high,low,C,low,low,E,low,low,E,ok
131380816,three,management,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131380818,three,management,high,medium,C,high,medium,C,high,low,C,low,low,E,low,low,E,ok
131380827,three,management,high,high,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131380829,three,management,high,high,B,high,medium,B,high,high,C,low,low,E,low,low,E,ok
131380840,three,informatics,high,high,C,high,medium,C,high,low,C,low,low,E,low,low,E,ok
131380847,three,management,high,low,C,high,medium,C,medium,low,C,low,low,E,low,low,E,ok
131380855,three,management,high,high,B,high,high,C,high,high,C,low,low,E,low,low,E,ok
131380856,three,informatics,high,medium,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131380862,three,management,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131380865,three,informatics,high,low,B,high,low,B,low,low,E,low,low,E,low,low,E,fail
131380866,four,nursing,medium,medium,B,high,high,B,high,high,C,low,low,E,low,low,E,ok
131380870,three,management,high,medium,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131380871,four,nursing,medium,medium,B,medium,medium,B,high,low,B,low,low,E,low,low,E,ok
131380873,three,management,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131380877,four,nursing,medium,medium,A,high,high,B,high,high,B,low,low,E,low,low,E,ok
131380880,four,nursing,medium,medium,B,high,high,B,high,high,B,low,low,E,low,low,E,ok
131380883,three,management,high,high,B,high,medium,C,high,high,C,low,low,E,low,low,E,ok
131380888,three,management,high,high,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131380902,three,informatics,high,low,C,high,low,C,high,low,C,low,low,E,low,low,E,ok
131380910,three,management,high,low,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131380913,three,management,high,high,B,high,medium,C,high,high,C,low,low,E,low,low,E,ok
131380920,four,nursing,medium,medium,A,high,high,B,high,high,B,low,low,E,low,low,E,ok
131380922,four,nursing,medium,medium,A,high,high,A,high,high,B,low,low,E,low,low,E,ok
131380923,four,nursing,medium,medium,A,high,high,B,high,high,B,low,low,E,low,low,E,ok
131380924,three,informatics,high,low,C,high,low,C,high,medium,C,low,low,E,low,low,E,ok
131380927,four,nursing,medium,medium,A,high,high,B,high,high,B,low,low,E,low,low,E,ok
131380937,three,management,high,high,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131380938,three,management,high,high,B,high,high,B,medium,medium,B,low,low,E,low,low,E,ok
131380940,three,management,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131380942,three,management,high,low,B,high,medium,C,medium,medium,C,low,low,E,low,low,E,ok
131380944,three,informatics,high,low,E,high,low,C,high,low,E,low,low,E,low,low,E,fail
131380952,three,management,high,high,B,high,medium,C,medium,medium,C,low,low,E,low,low,E,ok
131380955,three,informatics,high,high,C,high,high,C,high,high,C,low,low,E,low,low,E,ok
131380956,three,management,high,high,A,high,high,A,high,high,A,low,low,E,low,low,E,ok
131380957,three,management,high,high,B,high,high,C,high,high,B,low,low,E,low,low,E,ok
131380963,four,nursing,medium,medium,B,medium,medium,B,medium,medium,B,low,low,E,low,low,E,ok
131381027,three,management,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131381054,three,management,high,medium,C,high,low,C,high,medium,C,low,low,E,low,low,E,ok
131381059,three,management,medium,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131381060,three,management,medium,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131381061,three,management,medium,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131381093,three,biology,high,low,C,medium,low,C,low,low,E,low,low,E,low,low,E,fail
131381494,four,nursing,low,low,E,medium,medium,B,medium,medium,B,low,low,E,low,low,E,fail
131381529,three,management,medium,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131381533,three,management,high,medium,B,high,medium,C,medium,medium,C,low,low,E,low,low,E,ok
131381541,three,management,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131381544,three,management,high,medium,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
131381545,three,biology,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131381554,three,management,high,low,C,high,low,C,high,medium,C,medium,low,C,low,low,E,ok
131381584,three,biology,medium,medium,C,high,medium,C,high,medium,C,low,low,E,low,low,E,fail
131381630,three,biology,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131381654,three,biology,high,high,B,high,high,B,high,high,C,low,low,E,low,low,E,ok
131381659,three,management,high,low,C,high,medium,C,high,low,C,high,medium,C,low,low,E,ok
131381662,three,informatics,high,low,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
131381672,three,management,high,high,B,high,high,B,high,medium,C,low,low,E,low,low,E,ok
131381673,three,informatics,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131381677,three,informatics,medium,low,C,high,medium,C,medium,medium,B,high,medium,C,low,low,E,ok
131381678,three,informatics,high,high,C,high,medium,B,high,medium,C,high,low,B,low,low,E,ok
131381688,four,nursing,high,high,B,high,high,B,high,medium,B,high,medium,C,low,low,E,ok
131381689,three,biology,high,high,B,high,high,B,low,low,E,low,low,E,low,low,E,fail
131381696,three,informatics,high,medium,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
131381705,three,informatics,high,medium,C,high,medium,C,high,medium,C,high,low,C,low,low,E,ok
131381710,three,informatics,high,low,B,high,medium,C,high,low,C,low,low,E,low,low,E,fail
131381718,four,nursing,high,high,B,high,high,B,high,high,B,high,high,C,low,low,E,ok
131381726,three,informatics,high,low,B,high,low,C,high,low,C,high,low,C,low,low,E,ok
131381727,three,informatics,high,high,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
131381730,three,informatics,high,low,C,high,medium,C,high,low,C,high,low,B,low,low,E,ok
131381736,three,informatics,high,medium,C,high,low,C,high,medium,C,high,low,C,low,low,E,ok
131381761,three,informatics,high,low,E,high,low,E,high,low,C,low,low,E,low,low,E,fail
131381767,three,informatics,high,low,C,high,low,E,high,low,A,low,low,E,low,low,E,fail
131381771,three,management,high,high,B,high,high,C,high,high,C,low,low,E,low,low,E,ok
131381778,three,informatics,high,medium,C,high,medium,C,high,medium,C,high,low,C,low,low,E,ok
131381782,three,informatics,high,medium,C,high,low,C,high,low,C,high,low,C,low,low,E,ok
131381791,three,management,high,low,C,high,medium,C,high,low,C,low,low,E,low,low,E,ok
131381810,three,management,low,low,C,high,high,C,high,high,C,high,medium,C,low,low,E,ok
131381811,four,nursing,high,high,B,high,high,B,high,high,B,high,high,B,low,low,E,ok
131381831,four,nursing,high,high,A,high,high,B,high,high,B,high,high,B,low,low,E,ok
131381836,three,management,high,low,C,high,low,C,medium,medium,C,high,low,C,low,low,E,ok
131381849,three,management,high,low,C,high,low,B,high,medium,C,low,low,E,low,low,E,fail
131381852,three,management,high,high,B,high,high,B,high,medium,C,low,low,E,low,low,E,ok
131381857,three,management,high,high,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131381861,three,informatics,medium,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131381865,three,management,high,high,C,high,high,C,high,high,C,low,low,E,low,low,E,ok
131381867,three,informatics,high,low,B,low,low,E,low,low,E,low,low,E,low,low,E,fail
131381976,four,nursing,high,high,B,high,high,B,high,high,B,high,medium,C,low,low,E,ok
131381991,three,management,medium,low,E,high,low,C,low,low,E,low,low,E,low,low,E,fail
131382090,three,management,high,low,E,high,low,E,medium,low,E,low,low,E,low,low,E,fail
131382122,four,nursing,high,high,A,high,high,B,high,high,B,high,high,C,low,low,E,ok
131382124,four,nursing,medium,medium,B,medium,medium,C,high,medium,C,high,high,C,low,low,E,ok
131382128,three,management,medium,low,C,medium,low,C,high,low,C,high,high,C,low,low,E,ok
131382143,three,informatics,low,low,E,high,low,B,low,low,E,low,low,E,low,low,E,fail
131382153,three,informatics,medium,medium,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
131382164,three,biology,high,low,E,high,low,C,high,low,C,low,low,E,low,low,E,fail
131382168,three,management,high,low,E,high,low,C,medium,low,C,high,low,C,low,low,E,fail
131382172,three,management,high,low,C,high,low,C,high,low,C,low,low,E,low,low,E,fail
131382180,four,nursing,medium,medium,B,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
131382186,three,management,high,high,B,high,high,B,high,medium,C,low,low,E,low,low,E,ok
131382192,four,nursing,high,high,B,high,high,B,high,medium,C,high,medium,B,low,low,E,ok
131382194,four,nursing,high,high,B,high,medium,B,medium,medium,C,low,low,E,low,low,E,ok
131382200,four,nursing,high,high,A,high,high,B,high,high,B,high,medium,C,low,low,E,ok
131382201,four,nursing,medium,medium,B,low,low,C,high,medium,C,high,medium,C,low,low,E,ok
131382204,four,nursing,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,fail
131382206,four,nursing,high,high,A,high,high,A,high,high,B,high,high,B,low,low,E,ok
131382208,four,nursing,high,high,A,high,high,A,high,high,B,high,high,B,low,low,E,ok
131382212,three,biology,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131382215,four,nursing,high,medium,A,high,high,B,high,high,B,high,medium,B,low,low,E,ok
131382216,three,management,medium,medium,C,high,high,C,high,medium,C,high,medium,C,low,low,E,ok
131382220,three,management,high,low,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
131382225,four,nursing,high,high,A,high,high,A,high,high,B,high,high,B,low,low,E,ok
131382227,three,biology,high,low,C,high,medium,C,low,low,E,low,low,E,low,low,E,fail
131382238,four,nursing,high,high,B,high,high,B,high,medium,B,high,medium,C,low,low,E,ok
131382241,four,nursing,high,high,B,high,high,B,high,high,B,high,high,B,low,low,E,ok
131382246,four,nursing,high,medium,B,high,high,B,high,high,C,high,high,C,low,low,E,ok
131382248,three,biology,high,high,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131382259,three,management,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131382268,three,management,high,medium,C,high,low,C,high,low,C,high,medium,C,low,low,E,ok
131382269,three,management,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131382288,three,management,high,high,B,high,high,B,high,high,B,low,low,E,low,low,E,ok
131382290,four,nursing,high,medium,B,high,high,B,high,high,C,high,medium,C,low,low,E,ok
131382292,three,informatics,low,low,C,high,medium,B,high,medium,C,high,medium,B,low,low,E,ok
131382325,four,nursing,high,high,B,high,high,B,high,high,C,high,high,C,low,low,E,ok
131382329,three,management,high,medium,C,high,medium,C,high,low,C,high,medium,C,low,low,E,ok
131382332,three,management,high,high,A,high,high,B,high,medium,C,low,low,E,low,low,E,ok
131382337,three,management,high,high,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131382340,three,management,low,low,C,high,high,B,high,medium,C,high,medium,C,low,low,E,ok
131382341,four,nursing,high,high,A,high,high,B,high,high,B,high,high,C,low,low,E,ok
131382365,three,management,high,high,B,high,high,B,high,high,B,low,low,E,low,low,E,ok
131382366,three,management,high,medium,C,high,medium,C,high,medium,C,high,low,C,low,low,E,ok
131382371,four,nursing,high,medium,A,high,high,A,high,high,B,high,high,B,low,low,E,ok
